0.01086958	0.786398709	-0.550452411	3.103245735	3.248315699
0.028862317	-0.180317029	0.460767895	-1.000964165	1.116579842
0.046847608	0.509036064	-1.448956251	0.008195877	1.535792663
0.064837476	-0.663297415	0.522876382	-2.676262379	2.806375508
0.082825024	0.55625844	0.242990941	2.28664875	2.365846689
0.10081477	0.234036759	0.403189182	-1.857025146	1.91464804
0.118792493	-0.593004405	-1.267024636	-0.268684387	1.424498843
0.136788037	-0.746552706	0.461051583	-2.652842999	2.794187803
0.15478114	-0.398763567	0.691384614	0.478729248	0.930702294
0.172768078	0.110431336	0.071318418	-2.011292458	2.015583972
0.190754895	0.91618681	-0.448025286	2.80317688	2.982939079
0.208741467	0.037267309	-0.247586817	0.060132027	0.257495524
0.226722974	-0.560496628	0.565957069	-0.330256462	0.862283715
0.244721509	1.016554117	-0.854726315	1.189072609	1.782647754
0.262703137	0.47961247	0.33136797	-0.584373474	0.82542426
0.280694836	0.917310238	-0.253890812	3.50583744	3.632742046
0.298688306	0.042695619	0.435498893	-1.151741028	1.232067205
0.316674817	-0.13066785	-1.593855739	-0.28428936	1.624275421
0.334656751	-0.852743268	0.609756112	-3.422187805	3.579153946
0.352651379	0.178584754	0.54879272	1.806282997	1.896239497
0.370638928	0.14215824	0.276783168	-2.297260284	2.318236981
0.388627331	-0.2059201	-1.088819623	0.43244648	1.189513017
0.406617139	-0.680105507	0.247473434	-1.659787178	1.810712588
0.424602002	-0.53897649	0.603188157	0.209447861	0.835583638
0.442595044	0.44709143	-0.205497786	-0.872911453	1.002045155
0.460582104	1.120560765	-0.076516181	2.571690559	2.806261479
0.478568677	0.461996585	-0.547379673	1.514971733	1.675769884
0.496546399	-0.400287896	0.533180773	-0.639614105	0.923914683
0.514542737	0.950820506	-1.196405649	0.786442757	1.718702511
0.532538098	-0.193624675	0.443144202	-1.798118591	1.862014438
0.550527661	0.855422974	-0.001780391	3.009301186	3.128521258
0.56851167	0.179292619	0.44690612	-1.508895874	1.58386795
0.586499158	-0.53224051	-1.535050035	-0.483489037	1.695116579
0.604488782	-0.853227615	0.614223242	-3.417394638	3.575451533
0.622475598	-0.162301928	0.686387122	1.120667458	1.3241468
0.640448804	0.013320658	0.214034393	-2.322384357	2.332264407
0.658452405	0.391499758	-0.793006659	1.780798912	1.988309932
0.676442212	-0.453963935	0.068252146	-1.032239914	1.129717155
0.694428662	-0.587191463	0.591683805	-0.020338058	0.833844815
0.712414136	0.803585708	-0.60078752	0.523878098	1.131876272
0.730405957	0.941851437	0.13838926	1.042697906	1.411897532
0.748395642	0.781228542	-0.535041809	3.136719704	3.276522283
0.766382398	-0.171168581	0.462286174	-1.00518322	1.119553704
0.784364697	0.465651274	-1.490877867	0.00278759	1.561907709
0.80235896	-0.67684257	0.533203363	-2.752251625	2.883974809
0.820349682	0.550803304	0.253515333	2.348240852	2.425260688
0.838334729	0.253617495	0.39530921	-1.880377769	1.938146476
0.856326673	-0.569371045	-1.26030457	-0.263327599	1.40779701
0.874312756	-0.76116842	0.429553092	-2.643302917	2.78405164
0.892302807	-0.41734758	0.69237113	0.449979782	0.925223534
0.910289319	0.114353672	0.03432171	-1.964061737	1.967687284
0.928263196	0.953992128	-0.417705834	2.813311577	2.999883527
0.946266064	0.073924989	-0.298023641	0.198880196	0.365836475
0.964255993	-0.58906883	0.606097937	-0.426021576	0.946494151
0.982240735	1.012803435	-0.924483776	1.145359039	1.786697618
